"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id"
175,"WD",4253275,,,"17581","6500"
175,"WD",4253276,,,"17582","6500"
175,"WD",4253277,,,"17581","6500"
175,"WD",4253278,,,"17582","6500"
175,"WD",4253279,,,"17581","6500"
175,"WD",4253280,,,"17582","6500"
175,"WD",4253281,,,"17581","6500"
175,"WD",4253282,,,"17582","6500"
175,"WD",4253283,,,"17581","6501"
175,"WD",4253284,,,"17582","6501"
175,"WD",4253285,,,"17581","6501"
175,"WD",4253286,,,"17582","6501"
175,"WD",4253287,,,"17581","6501"
175,"WD",4253288,,,"17582","6501"
175,"WD",4253289,,,"17581","6501"
175,"WD",4253290,,,"17582","6501"
175,"WD",4253291,,,"17581","6501"
175,"WD",4253292,,,"17582","6501"
175,"WD",4253293,,,"17581","6501"
175,"WD",4253294,,,"17582","6501"
175,"WD",4253295,,,"17581","6501"
175,"WD",4253296,,,"17582","6501"
175,"WD",4253297,,,"21682","6500"
177,"SA",4255453,,,"8281","7701"
177,"SA",4255454,,,"8282","7701"
177,"SA",4255455,,,"8281","7701"
177,"SA",4255456,,,"8282","7701"
177,"SA",4255457,,,"8281","7701"
177,"SA",4255458,,,"8282","7701"
177,"SA",4255459,,,"8282","7700"
177,"SA",4255460,,,"8281","7700"
177,"SA",4255461,,,"8282","7701"
177,"SA",4255462,,,"8282","7700"
177,"SA",4255463,,,"8281","7700"
177,"SA",4255464,,,"8282","7700"
177,"SA",4255465,,,"8281","7700"
177,"SA",4255480,,,"8282","7701"
177,"SA",4255481,,,"8282","7700"
177,"SU",4256118,,,"17781","7701"
